                    _______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
                   | Nomination_Chirac1.txt          | Nomination_Chirac2.txt          | Nomination_Giscard dEstaing.txt | Nomination_Hollande.txt         | Nomination_Macron.txt           | Nomination_Mitterrand1.txt      | Nomination_Mitterrand2.txt      | Nomination_Sarkozy.txt          |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| valeurs          | 0.12493873660829993             | 0.12493873660829993             | 0                               | 0.49975494643319973             | 0.3748162098248998              | 0                               | 0.3748162098248998              | 0.49975494643319973             |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| essentielles     | 0.9030899869919435              | 0                               | 0                               | 0                               | 0                               | 0                               | 0                               | 0                               |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| notre            | 0.1739758409330602              | 0.23196778791074693             | 0                               | 0.5799194697768674              | 0.869879204665301               | 0.1739758409330602              | 0.11598389395537347             | 0.11598389395537347             |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| république       | 0.1739758409330602              | 0.40594362884380714             | 0                               | 0.46393557582149386             | 0.11598389395537347             | 0.40594362884380714             | 0.23196778791074693             | 0.3479516818661204              |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| aurai            | 0.6020599913279624              | 0                               | 0                               | 0                               | 1.2041199826559248              | 0                               | 0                               | 0                               |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| ambition         | 0.6020599913279624              | 0                               | 0                               | 0.6020599913279624              | 0                               | 0                               | 0                               | 0                               |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| que              | 0.0                             | 0.0                             | 0.0                             | 0.0                             | 0.0                             | 0.0                             | 0.0                             | 0.0                             |
|__________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|_________________________________|
| rendre           | 0.6020599913279624              | 0                               | 0                               | 0                               | 1.2041199826559248              | 0                               | 0                               | 0                               |
